,chemicalFormula,names,preparation,Chemical Family,Crystallinity,Fracture Toughness,flatFormula,composition,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,band center,Miedema_deltaH_inter,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega,Yang delta,cohesive energy,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010
13,Al2O3,['Alumina'],nan,Al-O,Polycrystalline,2.6166666666666667,Al2.0O3.0,Al2 O3,8.0,13.0,5.0,10.0,2.4,8.0,73.0,87.0,14.0,81.4,6.719999999999999,87.0,15.9994,26.9815386,10.9821386,20.39225544,5.271426528000001,15.9994,54.8,933.47,878.6700000000001,406.26800000000003,421.7616,54.8,13.0,16.0,3.0,14.8,1.44,16.0,2.0,3.0,1.0,2.4,0.48,2.0,66.0,121.0,55.0,88.0,26.4,66.0,1.61,3.44,1.8299999999999998,2.708,0.8783999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,9.105,16.48,7.375,12.055000000000001,3.5400000000000005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0,p,O,-0.338381,s,Al,-0.286883,0.05149799999999999,-2.539015873134176,,2,0.7211102550927979,0.6542132620377179,0.6150303314869644,0.6048951994087753,0.6010324601930125,0.0,2.0,2.8,0.0,0.0,0.4166666666666667,0.5833333333333334,0.0,0.0,,0.3979128907052843,,-0.031970995159574446,0.031970995159574446,0.09428090415820664,0.11448395504925057,0.18101546937114554
14,Al2O3,['Sapphire'],[{'name': 'Crystal Growth'}],Al-O,Single Crystal,1.96,Al2.0O3.0,Al2 O3,8.0,13.0,5.0,10.0,2.4,8.0,73.0,87.0,14.0,81.4,6.719999999999999,87.0,15.9994,26.9815386,10.9821386,20.39225544,5.271426528000001,15.9994,54.8,933.47,878.6700000000001,406.26800000000003,421.7616,54.8,13.0,16.0,3.0,14.8,1.44,16.0,2.0,3.0,1.0,2.4,0.48,2.0,66.0,121.0,55.0,88.0,26.4,66.0,1.61,3.44,1.8299999999999998,2.708,0.8783999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,9.105,16.48,7.375,12.055000000000001,3.5400000000000005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24000000000001,12.0,p,O,-0.338381,s,Al,-0.286883,0.05149799999999999,-2.539015873134176,,2,0.7211102550927979,0.6542132620377179,0.6150303314869644,0.6048951994087753,0.6010324601930125,0.0,2.0,2.8,0.0,0.0,0.4166666666666667,0.5833333333333334,0.0,0.0,,0.3979128907052843,,-0.031970995159574446,0.031970995159574446,0.09428090415820664,0.11448395504925057,0.18101546937114554
15,Al2O3.LaAl11O18.ySiO2,['Alumina composite'],[{'name': 'Sintering'}],Al-O:LaAl,Polycrystalline,6.0,Al2.0O3.0La1.0Al11.0O18.0Si0.1O0.2,Si0.1 Al13 La1 O21.2,8.0,57.0,49.0,11.246458923512746,3.8994294152107782,8.0,13.0,87.0,74.0,79.72237960339942,8.741391071270936,87.0,15.9994,138.90547,122.90607000000001,23.559810249291782,9.08105933625982,15.9994,54.8,1687.0,1632.2,415.256940509915,432.956778402844,54.8,3.0,16.0,13.0,14.521246458923512,1.7761798906981034,16.0,2.0,6.0,4.0,2.48441926345609,0.5818520331597234,2.0,66.0,207.0,141.0,90.3767705382436,29.279747048768535,66.0,1.1,3.44,2.34,2.6954107648725207,0.8943508093315892,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7762039660056654,1.4699419785087753,4.0,0.0,1.0,1.0,0.028328611898016994,0.05505220329189705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.804532577903682,1.4359155438210722,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0538243626062322,1.4388045807285186,2.0,0.0,9.0,9.0,0.2549575070821529,0.4954698296270734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.308781869688385,1.5720212825718842,2.0,9.105,36.8975,27.7925,12.640439093484417,4.2465330754600386,9.105,0.0,0.773,0.773,0.0021898016997167137,0.0043671965909364485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,96.20679886685551,101.14357710919754,12.0,s,Al,-0.286883,s,Al,-0.286883,0.0,-2.5140244777770593,,4,0.7050638096256352,0.6435913282846026,0.6106374005040499,0.6033254085686132,0.601016529629306,0.0,2.0,2.7762039660056654,0.028328611898016994,0.0,0.4162735849056604,0.5778301886792453,0.005896226415094339,0.0,,0.4162519838758213,,-0.040006428184702465,0.04856731502530673,0.05420953988488516,0.062872112883953,0.06991598844079253
16,Al2O3.xCeO2.yZrO2,['Alumina composite'],[{'name': 'Sintering'}],Al-O:CeO,Polycrystalline,6.266666666666667,Al2.0O3.0Ce0.1O0.2Zr0.1O0.2,Al2 Zr0.1 Ce0.1 O3.4,8.0,58.0,50.0,11.249999999999998,3.9464285714285707,8.0,15.0,87.0,72.0,79.94642857142856,8.565051020408166,87.0,15.9994,140.116,124.11660000000002,23.481256642857144,9.085111637755103,15.9994,54.8,2128.0,2073.2,423.77857142857135,448.0454081632653,54.8,3.0,16.0,13.0,14.482142857142854,1.84311224489796,16.0,2.0,6.0,4.0,2.4821428571428568,0.5854591836734693,2.0,66.0,204.0,138.0,90.05357142857142,29.207908163265305,66.0,1.12,3.44,2.32,2.7073214285714284,0.8896811224489793,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7857142857142856,1.4744897959183672,4.0,0.0,2.0,2.0,0.053571428571428575,0.10331632653061222,0.0,0.0,1.0,1.0,0.017857142857142856,0.03507653061224489,0.0,3.0,6.0,3.0,4.857142857142857,1.3877551020408163,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1.4285714285714284,2.0,0.0,9.0,9.0,0.30357142857142855,0.5854591836734694,0.0,0.0,13.0,13.0,0.23214285714285712,0.4559948979591837,0.0,2.0,22.0,20.0,3.5357142857142856,1.8647959183673468,2.0,9.105,37.24,28.135,12.492946428571427,4.113934948979591,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,94.57142857142857,100.26530612244896,12.0,p,Al,-0.102545,p,Al,-0.102545,0.0,-2.5276942461759377,,4,0.7048483698568053,0.6458287615798091,0.615463805538405,0.6092348422869404,0.607443350048907,0.0,2.0,2.7857142857142856,0.053571428571428575,0.017857142857142856,0.411764705882353,0.573529411764706,0.011029411764705885,0.003676470588235294,,0.41252957688271763,,-0.034999014211551806,0.039690283274121885,0.03723163941941464,0.041189166510368996,0.05051747828854557
17,Al2O3.xLaAl11O18,['Alumina composite'],[{'name': 'Sintering'}],Al-O:LaAl,Polycrystalline,4.1,Al2.0O3.0La0.1Al1.1O1.8,Al3.1 La0.1 O4.8,8.0,57.0,49.0,10.55,3.0600000000000005,8.0,13.0,87.0,74.0,80.65,7.619999999999999,87.0,15.9994,138.90547,122.90607000000001,21.791304582499997,6.950285499,15.9994,54.8,1193.0,1138.2,409.512125,425.6545500000001,54.8,3.0,16.0,13.0,14.675,1.5899999999999999,16.0,2.0,6.0,4.0,2.4375,0.525,2.0,66.0,207.0,141.0,89.075,27.689999999999998,66.0,1.1,3.44,2.34,2.701625,0.88605,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7875,1.455,4.0,0.0,1.0,1.0,0.0125,0.0246875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.1375,1.4434375,2.0,0.0,9.0,9.0,0.1125,0.22218749999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.25,1.5,2.0,9.105,36.8975,27.7925,12.31021875,3.8462625,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,96.8125,101.775,12.0,p,Al,-0.102545,p,Al,-0.102545,0.0,-2.5269549592387532,,3,0.7143616031114773,0.6496546488913467,0.6129148340872714,0.6039385353759348,0.6007531842948586,0.0,2.0,2.7875,0.0125,0.0,0.4166666666666667,0.5807291666666667,0.002604166666666667,0.0,,0.40637846265202565,,-0.036199593519213244,0.04004432196172661,0.08680277773333192,0.09755884276816539,0.10680189939201026
18,Al2O3.xMo,['Alumina composite'],[{'name': 'Hot Pressing'}],Al-O:Mo,Polycrystalline,3.45,Al2.0O3.0Mo0.1,Al2 Mo0.1 O3,8.0,42.0,34.0,10.627450980392158,3.0911188004613614,8.0,50.0,87.0,37.0,80.78431372549021,7.312572087658591,87.0,15.9994,95.96,79.9606,21.87397592156863,6.911265790080739,15.9994,54.8,2896.0,2841.2,455.08627450980396,470.92502883506353,54.8,6.0,16.0,10.0,14.627450980392156,1.6147635524798158,16.0,2.0,5.0,3.0,2.450980392156863,0.530565167243368,2.0,66.0,154.0,88.0,89.29411764705883,27.40484429065744,66.0,1.61,3.44,1.8299999999999998,2.6972549019607848,0.873817762399077,3.44,1.0,2.0,1.0,1.9803921568627452,0.03844675124951935,2.0,0.0,4.0,4.0,2.7450980392156863,1.4763552479815456,4.0,0.0,5.0,5.0,0.09803921568627452,0.19223375624759712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.8235294117647065,1.4302191464821221,6.0,0.0,1.0,1.0,0.019607843137254905,0.03844675124951942,0.0,0.0,5.0,5.0,3.1372549019607847,1.460976547481738,2.0,0.0,5.0,5.0,0.09803921568627452,0.19223375624759712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.254901960784314,1.4763552479815458,2.0,9.105,16.48,7.375,12.126274509803922,3.554440599769319,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,99.7843137254902,103.27566320645907,12.0,p,Al,-0.102545,p,Al,-0.102545,0.0,-2.530980019246781,,3,0.7072426979165268,0.6413916593930152,0.6029709176077571,0.5930345092279492,0.5892475099931497,0.019607843137254905,1.9803921568627452,2.7450980392156863,0.09803921568627452,0.0,0.41056910569105687,0.5691056910569104,0.02032520325203252,0.0,,0.39564347793280724,,-0.040319622081954935,0.04086729782371446,0.03858263961125379,0.057352867270987616,0.07440403027312421
19,Al2O3.xSiC,['Alumina composite'],[{'name': 'Hot Pressing'}],Al-O:SiC,Polycrystalline,4.2700000000000005,Al2.0O3.0Si0.1C0.1,Si0.1 Al2 C0.1 O3,6.0,14.0,8.0,10.000000000000002,2.4615384615384626,8.0,73.0,87.0,14.0,81.25000000000001,6.634615384615384,87.0,12.0107,28.0855,16.0748,20.379018692307696,5.375264594674558,15.9994,54.8,3823.0,3768.2,496.60384615384623,509.7736686390533,54.8,13.0,16.0,3.0,14.769230769230774,1.4201183431952658,16.0,2.0,3.0,1.0,2.403846153846154,0.4815088757396451,2.0,66.0,121.0,55.0,88.21153846153848,26.098372781065095,66.0,1.61,3.44,1.8299999999999998,2.6894230769230774,0.8660502958579882,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.769230769230769,1.4201183431952666,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.769230769230769,1.4201183431952666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.230769230769231,1.4201183431952666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.230769230769231,1.4201183431952666,2.0,5.64,20.44,14.8,12.092884615384618,3.6957470414201197,9.105,0.0,4.496,4.496,0.10132692307692309,0.19485946745562138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,101.55769230769232,103.33579881656806,12.0,s,Al,-0.286883,s,Al,-0.286883,0.0,-2.5251087572488045,,4,0.6939084058718736,0.6290631951974619,0.5913753273392883,0.5816299994386931,0.5779158271086661,0.0,2.0,2.769230769230769,0.0,0.0,0.41935483870967744,0.5806451612903226,0.0,0.0,,0.39189147452800555,,-0.030260657440326705,0.030911787185581456,0.05144733905441318,0.05282644823598468,0.05847147697441527
20,Al2O3.xSiC,['Alumina composite'],[{'name': 'Sintering'}],Al-O:SiC,Polycrystalline,2.14,Al2.0O3.0Si0.1C0.1,Si0.1 Al2 C0.1 O3,6.0,14.0,8.0,10.000000000000002,2.4615384615384626,8.0,73.0,87.0,14.0,81.25000000000001,6.634615384615384,87.0,12.0107,28.0855,16.0748,20.379018692307696,5.375264594674558,15.9994,54.8,3823.0,3768.2,496.60384615384623,509.7736686390533,54.8,13.0,16.0,3.0,14.769230769230774,1.4201183431952658,16.0,2.0,3.0,1.0,2.403846153846154,0.4815088757396451,2.0,66.0,121.0,55.0,88.21153846153848,26.098372781065095,66.0,1.61,3.44,1.8299999999999998,2.6894230769230774,0.8660502958579882,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.769230769230769,1.4201183431952666,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.769230769230769,1.4201183431952666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.230769230769231,1.4201183431952666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.230769230769231,1.4201183431952666,2.0,5.64,20.44,14.8,12.092884615384618,3.6957470414201197,9.105,0.0,4.496,4.496,0.10132692307692309,0.19485946745562138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,101.55769230769232,103.33579881656806,12.0,s,Al,-0.286883,s,Al,-0.286883,0.0,-2.5251087572488045,,4,0.6939084058718736,0.6290631951974619,0.5913753273392883,0.5816299994386931,0.5779158271086661,0.0,2.0,2.769230769230769,0.0,0.0,0.41935483870967744,0.5806451612903226,0.0,0.0,,0.39189147452800555,,-0.030260657440326705,0.030911787185581456,0.05144733905441318,0.05282644823598468,0.05847147697441527
21,Al2O3.xSiO2,['Mullite'],nan,Al-Si-O,Polycrystalline,2.83,Al2.0O3.0Si0.1O0.2,Si0.1 Al2 O3.2,8.0,14.0,6.0,10.0,2.415094339622642,8.0,73.0,87.0,14.0,81.54716981132077,6.584549661801351,87.0,15.9994,28.0855,12.0861,20.37164286792453,5.279689500889997,15.9994,54.8,1687.0,1632.2,417.1698113207547,437.57864008543964,54.8,13.0,16.0,3.0,14.830188679245285,1.4126023495906013,16.0,2.0,3.0,1.0,2.3962264150943398,0.4784620861516555,2.0,66.0,121.0,55.0,87.60377358490568,26.08757564969741,66.0,1.61,3.44,1.8299999999999998,2.720377358490566,0.8689782840868636,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8301886792452833,1.4126023495906017,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.830188679245284,1.4126023495906015,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.1698113207547167,1.4126023495906017,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.1698113207547167,1.4126023495906017,2.0,9.105,20.44,11.335,12.10188679245283,3.6188821644713425,9.105,0.0,0.773,0.773,0.014584905660377361,0.028619437522249918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,96.43396226415094,101.95799216803134,12.0,s,Al,-0.286883,s,Al,-0.286883,0.0,-2.554270082772786,,3,0.7122485316293159,0.6493828528101218,0.6148739244334668,0.6069366255001976,0.6043204792088456,0.0,2.0,2.8301886792452833,0.0,0.0,0.41406249999999994,0.5859375,0.0,0.0,,0.3957714439689719,,-0.022943545927144475,0.02797864637681363,0.03875639642663732,0.055716104414374,0.07403198296355303
22,Al2O3.xTiB2,['Alumina composite'],[{'name': 'Hot Pressing'}],Al-O:TiB,Polycrystalline,4.7,Al2.0O3.0Ti0.1B0.2,B0.2 Al2 Ti0.1 O3,5.0,22.0,17.0,10.037735849056604,2.6870772516909933,8.0,43.0,87.0,44.0,80.32075471698113,7.561409754360982,87.0,10.811,47.867,37.056,20.549090037735848,5.885542687077252,15.9994,54.8,2348.0,2293.2,508.4981132075472,513.6205055179779,54.8,4.0,16.0,12.0,14.528301886792454,1.666073335706657,16.0,2.0,4.0,2.0,2.415094339622642,0.50124599501602,2.0,66.0,160.0,94.0,89.20754716981132,26.665717337130655,66.0,1.54,3.44,1.9,2.660754716981132,0.8821644713421146,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6792452830188678,1.4951940192239233,4.0,0.0,2.0,2.0,0.03773584905660378,0.07404770380918477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.716981132075472,1.4524741901032394,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.207547169811321,1.4880740477038092,2.0,0.0,8.0,8.0,0.15094339622641512,0.29619081523673907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.358490566037736,1.5379138483446066,2.0,7.1725,16.69,9.517500000000002,11.958207547169811,3.59123175507298,9.105,0.0,1.524,1.524,0.057509433962264156,0.11067853328586687,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.251572327037736e-07,8.342707962489143e-07,0.0,12.0,225.0,213.0,101.62264150943398,101.45959416162336,12.0,s,Al,-0.286883,s,Al,-0.286883,0.0,-2.4944919711455547,,4,0.6815996931391864,0.6172352194852829,0.5802174331077105,0.5706558489531155,0.567011754899165,0.01886792452830189,2.0,2.6792452830188678,0.03773584905660378,0.0,0.424,0.568,0.008,0.0,,0.39007327469233627,,-0.035894976279136084,0.03753115295152031,0.037126690946678094,0.03907356874990129,0.04927235352365683
23,Al2O3.xTiC,['Alumina composite'],[{'name': 'Hot Pressing'}],Al-O:TiC,Polycrystalline,4.1,Al2.0O3.0Ti0.1C0.1,Al2 C0.1 Ti0.1 O3,6.0,22.0,16.0,10.153846153846157,2.6449704142011843,8.0,43.0,87.0,44.0,80.5769230769231,7.411242603550295,87.0,12.0107,47.867,35.8563,20.759432153846156,5.828834491124262,15.9994,54.8,3823.0,3768.2,501.48846153846165,515.4097633136096,54.8,4.0,16.0,12.0,14.576923076923082,1.6420118343195262,16.0,2.0,4.0,2.0,2.4230769230769234,0.5044378698224853,2.0,66.0,160.0,94.0,89.15384615384617,27.221893491124273,66.0,1.54,3.44,1.9,2.6825000000000006,0.8740384615384614,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.730769230769231,1.4644970414201184,4.0,0.0,2.0,2.0,0.03846153846153847,0.07544378698224853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.769230769230769,1.4201183431952666,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.153846153846154,1.4526627218934913,2.0,0.0,8.0,8.0,0.15384615384615388,0.3017751479289941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.307692307692308,1.5088757396449706,2.0,5.64,16.69,11.05,12.020769230769233,3.6097633136094682,9.105,0.0,4.496,4.496,0.08646153846153848,0.16959763313609474,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.3333333333269236e-07,8.499999999987428e-07,0.0,12.0,225.0,213.0,100.92307692307693,102.603550295858,12.0,s,Al,-0.286883,s,Al,-0.286883,0.0,-2.514928309611616,,4,0.6939084058718736,0.6290631951974619,0.5913753273392883,0.5816299994386931,0.5779158271086661,0.019230769230769235,2.0,2.730769230769231,0.03846153846153847,0.0,0.41935483870967744,0.5725806451612904,0.00806451612903226,0.0,,0.3947032961382286,,-0.03648464884122381,0.036890206619983504,0.05144733905441319,0.05201785066988963,0.057986318434758245
24,Al2O3.xTiN,['Alumina composite'],[{'name': 'Hot Pressing'}],Al-O:TiN,Polycrystalline,4.7,Al2.0O3.0Ti0.1N0.1,N0.1 Al2 Ti0.1 O3,7.0,22.0,15.0,10.173076923076925,2.6294378698224863,8.0,43.0,87.0,44.0,80.67307692307693,7.351331360946745,87.0,14.0067,47.867,33.860299999999995,20.79781676923077,5.7978315325443806,15.9994,54.8,1941.0,1886.2,429.1817307692308,446.0609097633137,54.8,4.0,16.0,12.0,14.596153846153848,1.6353550295857988,16.0,2.0,4.0,2.0,2.4230769230769234,0.5044378698224853,2.0,66.0,160.0,94.0,89.05769230769232,27.29955621301776,66.0,1.54,3.44,1.9,2.6919230769230773,0.8765532544378698,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7500000000000004,1.4519230769230773,4.0,0.0,2.0,2.0,0.03846153846153847,0.07544378698224855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.788461538461539,1.4060650887573967,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.134615384615385,1.4349112426035506,2.0,0.0,8.0,8.0,0.15384615384615388,0.3017751479289942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.288461538461539,1.4977810650887577,2.0,9.105,16.69,7.585000000000001,12.196322115384618,3.566910133136096,9.105,0.0,6.437,6.437,0.12378846153846157,0.24281582840236693,0.0,0.0,2.25333333333e-05,2.25333333333e-05,4.3333333333269236e-07,8.499999999987428e-07,0.0,12.0,225.0,213.0,100.92307692307693,102.60355029585799,12.0,s,Al,-0.286883,s,Al,-0.286883,0.0,-2.5234433509640914,,4,0.6939084058718736,0.6290631951974619,0.5913753273392883,0.5816299994386931,0.5779158271086661,0.019230769230769235,2.0,2.7500000000000004,0.03846153846153847,0.0,0.4176706827309236,0.5742971887550201,0.008032128514056226,0.0,,0.39565945425482496,,-0.03675965065379063,0.03675965065379063,0.05144733905441319,0.05201785066988963,0.057986318434758245
25,Al2O3.xZrO2,['Alumina composite'],[{'name': 'Sintering'}],Al-O:ZrO,Polycrystalline,3.6,Al2.0O3.0Zr0.1O0.2,Al2 Zr0.1 O3.2,8.0,40.0,32.0,10.490566037735848,3.0074759700961193,8.0,44.0,87.0,43.0,80.90566037735849,7.359202563189747,87.0,15.9994,91.224,75.22460000000001,21.562935320754715,6.718231330722677,15.9994,54.8,2128.0,2073.2,425.4905660377358,447.6263438946244,54.8,4.0,16.0,12.0,14.641509433962261,1.6404414382342476,16.0,2.0,5.0,3.0,2.433962264150943,0.5240299038803844,2.0,66.0,175.0,109.0,88.81132075471697,27.545745817016723,66.0,1.33,3.44,2.11,2.709622641509434,0.8819651121395512,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.792452830188679,1.4581701673193308,4.0,0.0,2.0,2.0,0.03773584905660377,0.07404770380918475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,4.830188679245283,1.4126023495906015,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0943396226415087,1.4382342470630114,2.0,0.0,8.0,8.0,0.1509433962264151,0.296190815236739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.245283018867924,1.5037379850480594,2.0,9.105,23.195,14.09,12.153867924528301,3.681651833392666,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,95.81132075471697,101.20612317550727,12.0,p,Al,-0.102545,p,Al,-0.102545,0.0,-2.5371382814591117,,3,0.7122485316293159,0.6493828528101218,0.6148739244334668,0.6069366255001976,0.6043204792088456,0.0,2.0,2.792452830188679,0.03773584905660377,0.0,0.4140625,0.578125,0.0078125,0.0,,0.4020426237102658,,-0.03235052969603067,0.03250875574160752,0.03256747434999572,0.0550816497954403,0.06978098973869147
